Rivet ID,Analysis Name,Experiment Name,Inspire HEP Link,Inspire HEP ID
CMD3_2017_I1606078,Cross section for $e^+e^-\to\pi^+\pi^-\pi^0\eta$ for energies below 2 GeV,CMD3 (VEPP-2M),https://inspirehep.net/literature/1606078,1606078
CMD3_2019_I1720610,Cross section for $e^+e^-\to3(\pi^+\pi^-)\pi^0$ below 2 GeV by CMD3,CMD3 (VEPP-2M),https://inspirehep.net/literature/1720610,1720610
CMD3_2019_I1740541,Cross section for $e^+e^-\to\phi\eta$ for energies below 2 GeV,CMD3 (VEPP-2M),https://inspirehep.net/literature/1740541,1740541
CMD3_2019_I1744510,Cross section for $e^+e^-\to\eta\pi^+\pi^-$ between 1.08 and 2 GeV,CMD3 (VEPP-2M),https://inspirehep.net/literature/1744510,1744510
CMD3_2019_I1770428,$e^+e^-\to K^0_SK^0_S\pi^+\pi^-$ below 2 GeV,CMD3 (VEPP-2M),https://inspirehep.net/literature/1770428,1770428
CMD_1985_I221309,Cross section for $e^+e^-\to \pi^+\pi^-$ for energies below 1.4 GeV,CMD (VEPP-2M),https://inspirehep.net/literature/221309,221309
CMSTOTEM_2014_I1294140,Charged particle pseudorapidity distribution at $\sqrt{s}$=8 TeV,"CMS, TOTEM (LHC)",https://inspirehep.net/literature/1294140,1294140
CMS_2010_PAS_QCD_10_024,Pseudorapidity distributions of charged particles at $\sqrt{s} = 0.9$ and 7 TeV,CMS (LHC),N/A,
CMS_2010_S8547297,Charged-particle pT and pseudorapidity spectra from pp collisions at 900 and 2360 GeV.,CMS (LHC),https://inspirehep.net/literature/845323,845323
CMS_2010_S8656010,Charged-particle transverse momentum and pseudorapidity spectra from proton-proton collisions at 7000 GeV,CMS (LHC),https://inspirehep.net/literature/855299,855299
CMS_2011_I954992,Exclusive photon-photon production of muon pairs in proton-proton collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/954992,954992
CMS_2011_S8884919,"Measurement of the NSD charged particle multiplicity at $\sqrt{s} = 0.9$, 2.36, and 7 TeV",CMS (LHC),https://inspirehep.net/literature/879315,879315
CMS_2011_S8941262,Production cross-sections of muons from $b$ hadron decays in $pp$ collisions,CMS (LHC),https://inspirehep.net/literature/884811,884811
CMS_2011_S8950903,Dijet azimuthal decorrelations in $pp$ collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/885663,885663
CMS_2011_S8957746,Event shapes at 7 TeV,CMS (LHC),https://inspirehep.net/literature/886332,886332
CMS_2011_S8968497,Dijet angular distributions and search for quark compositeness in $pp$ collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/889175,889175
CMS_2011_S8973270,$B/\bar{B}$ angular correlations based on secondary vertex reconstruction in $pp$ collisions,CMS (LHC),https://inspirehep.net/literature/889807,889807
CMS_2011_S8978280,"$K_s$, $\Lambda$, and Cascade$-$ transverse momentum and rapidity spectra at 900 and 7000 GeV.",CMS (LHC),https://inspirehep.net/literature/890166,890166
CMS_2011_S9086218,Measurement of the inclusive jet cross-section in $pp$ collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/902309,902309
CMS_2011_S9088458,Measurement of ratio of the 3-jet over 2-jet cross section in $pp$ collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/912560,912560
CMS_2011_S9120041,Traditional leading jet UE measurement at $\sqrt{s} = 0.9$ and 7 TeV,CMS (LHC),https://inspirehep.net/literature/916908,916908
CMS_2011_S9215166,Forward energy flow in MB and dijet events at 0.9 and 7 TeV,CMS (LHC),https://inspirehep.net/literature/930319,930319
CMS_2012_I1087342,Measurement of forward and forward+central jets at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/1087342,1087342
CMS_2012_I1089835,Inclusive b-jet production in pp collisions at 7 TeV,CMS (LHC),https://inspirehep.net/literature/1089835,1089835
CMS_2012_I1090423,Dijet angular distributions in $pp$ collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/1090423,1090423
CMS_2012_I1102908,Measurement of inclusive and exclusive dijet production ratio at large rapidity intervals at center-of-mass energy 7 TeV.,CMS (LHC),https://inspirehep.net/literature/1102908,1102908
CMS_2012_I1107658,Measurement of the underlying event activity in the Drell-Yan process at a centre-of-mass energy of 7 TeV,CMS (LHC),https://inspirehep.net/literature/1107658,1107658
CMS_2012_I1111014,"Shape, Transverse Size, and Charged Hadron Multiplicity of Jets in pp Collisions at $\sqrt{s}=7$ TeV",CMS (LHC),https://inspirehep.net/literature/1111014,1111014
CMS_2012_I1184941,Measurement of the differential cross section for inclusive dijet production as a function of $\xi$ in 7 TeV proton-proton collisions.,CMS (LHC),https://inspirehep.net/literature/1184941,1184941
CMS_2012_I1193338,Measurement of the inelastic proton-proton cross section at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/1193338,1193338
CMS_2012_I1298807,Inclusive ZZ production cross section and constraints on anomalous triple gauge couplings at 8 TeV,CMS (LHC),https://inspirehep.net/literature/1298807,1298807
CMS_2012_I941555,Measurement of differential $Z/\gamma^*$ $p_T$ and y,CMS (LHC),https://inspirehep.net/literature/941555,941555
CMS_2012_PAS_FSQ_12_020,Studies of the underlying event at 7 TeV with leading charged particles,CMS (LHC),N/A,
CMS_2012_PAS_QCD_11_010,Strange particle production in underlying events in proton--proton collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),N/A,
CMS_2013_I1122847,Forward-backward asymmetry A\_FB in Drell-Yan lepton pairs at sqrt(s) = 7 TeV,CMS (LHC),https://inspirehep.net/literature/1122847,1122847
CMS_2013_I1208923,Jet-pT and dijet mass at sqrt(s) = 7 TeV,CMS (LHC),https://inspirehep.net/literature/1208923,1208923
CMS_2013_I1209721,Azimuthal correlations and event shapes in $Z$ + jets in $pp$ collisions at 7 TeV,CMS (LHC),https://inspirehep.net/literature/1209721,1209721
CMS_2013_I1218372,Study of the underlying event at forward rapidity in proton--proton collisions at the LHC,CMS (LHC),https://inspirehep.net/literature/1218372,1218372
CMS_2013_I1223519,Searches for SUSY using $\alpha_T$ and $b$-quark multiplicity at 8 \text{TeV},CMS (LHC),https://inspirehep.net/literature/1223519,1223519
CMS_2013_I1224539,"CMS jet mass measurement in $W, Z$ and dijet events",CMS (LHC),https://inspirehep.net/literature/1224539,1224539
CMS_2013_I1256943,Cross-section and angular correlations in $Z$ boson with $b$-hadrons events at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/1256943,1256943
CMS_2013_I1258128,Rapidity distributions in exclusive $Z$ + jet and $\gamma$ + jet events in $pp$ collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/1258128,1258128
CMS_2013_I1261026,Jet and underlying event properties as a function of particle multiplicity,CMS (LHC),https://inspirehep.net/literature/1261026,1261026
CMS_2013_I1265659,Probing color coherence effects in $pp$ collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/1265659,1265659
CMS_2013_I1272853,Study of observables sensitive to double parton scattering in $W + 2$ jets process in $pp$ collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/1272853,1272853
CMS_2013_I1273574,Studies of 4-jet production in proton-proton collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/1273574,1273574
CMS_2014_I1266056,Photon + jets triple differential cross-section,CMS (LHC),https://inspirehep.net/literature/1266056,1266056
CMS_2014_I1298810,"Ratios of jet pT spectra, which relate to the ratios of inclusive, differential jet cross sections",CMS (LHC),https://inspirehep.net/literature/1298810,1298810
CMS_2014_I1303894,Differential cross-section of $W$ bosons + jets in $pp$ collisions at $\sqrt{s}=7$ TeV,CMS (LHC),https://inspirehep.net/literature/1303894,1303894
CMS_2014_I1305624,Study of hadronic event-shape variables in multijet final states in $pp$ collisions at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/1305624,1305624
CMS_2015_I1310737,Jet multiplicity and differential cross-sections of $Z$+jets events in $pp$ at $\sqrt{s} = 7$ TeV,CMS (LHC),https://inspirehep.net/literature/1310737,1310737
CMS_2015_I1327224,Search for contact interactions \& extra dimensions using dijet angular distributions in proton-proton collisions at $\sqrt{s} = 8$ TeV,CMS (LHC),https://inspirehep.net/literature/1327224,1327224
CMS_2015_I1346843,Measurement of differential cross-section of FSR photons in $Z$ decays,CMS (LHC),https://inspirehep.net/literature/1346843,1346843
CMS_2015_I1356998,Measurement of diffraction dissociation cross sections in pp collisions at sqrt(s)=7 TeV,CMS (LHC),https://inspirehep.net/literature/1356998,1356998
CMS_2015_I1370682,Differential top quark pair production cross-sections in $pp$ collisions at $\sqrt{s} = 8$ TeV,CMS (LHC),https://inspirehep.net/literature/1370682,1370682
CMS_2015_I1370682_PARTON,"Parton-level differential top-quark pair production cross-sections in $pp$ collisions at $\sqrt{s} = 8\,\text{TeV}$",CMS (LHC),https://inspirehep.net/literature/1370682,1370682
CMS_2015_I1380605,Per-event yield of the highest transverse momentum charged particle and charged-particle jet,CMS (LHC),https://inspirehep.net/literature/1380605,1380605
CMS_2015_I1384119,Pseudorapidity distribution of charged hadrons in proton--proton collisions at $\sqrt{s} = 13$ TeV,CMS (LHC),https://inspirehep.net/literature/1384119,1384119
CMS_2015_I1385107,Underlying event measurement with leading jets at $\sqrt{s} = 2.76$ \text{TeV},CMS (LHC),https://inspirehep.net/literature/1385107,1385107
CMS_2015_I1397174,"Measurement of ttbar production with additional jet activity, including b quark jets, in the dilepton decay channel using pp collisions at sqrt(s)=8 TeV",CMS (LHC),https://inspirehep.net/literature/1397174,1397174
CMS_2015_PAS_FSQ_15_007,Underlying Event Measurements with Leading Particles and Jets in pp collisions at 13 TeV,CMS (LHC),N/A,
CMS_2016_I1413748,Measurements of ttbar spin correlations and top quark polarization using dilepton final states in pp collisions at sqrt(s) = 8 TeV,CMS (LHC),https://inspirehep.net/literature/1413748,1413748
CMS_2016_I1421646,Dijet azimuthal decorrelations in $pp$ collisions at $\sqrt{s} = 8$ TeV,CMS (LHC),https://inspirehep.net/literature/1421646,1421646
CMS_2016_I1430892,Measurements of ttbar charge asymmetry using dilepton final states in pp collisions at sqrt(s) = 8 TeV,CMS (LHC),https://inspirehep.net/literature/1430892,1430892
CMS_2016_I1454211,Boosted $t\bar{t}$ in $pp$ collisions at $\sqrt{s} = 8 \text{TeV}$,CMS (LHC),https://inspirehep.net/literature/1454211,1454211
CMS_2016_I1459051,Measurement of the inclusive jet cross-section in $pp$ collisions at $\sqrt{s} = 13 \text{TeV}$,CMS (LHC),https://inspirehep.net/literature/1459051,1459051
CMS_2016_I1471281,Measurement of the transverse momentum spectra of weak vector bosons produced in proton-proton collisions at $\sqrt{s} = 8$ TeV,CMS (LHC),https://inspirehep.net/literature/1471281,1471281
CMS_2016_I1473674,Measurement of the differential cross sections for top quark pair production as a function of kinematic event variables at sqrt(s) = 8 TeV,CMS (LHC),https://inspirehep.net/literature/1473674,1473674
CMS_2016_I1486238,Studies of 2 $b$-jet + 2 jet production in proton-proton collisions at 7 TeV,CMS (LHC),https://inspirehep.net/literature/1486238,1486238
CMS_2016_I1487277,Measurement and QCD analysis of double-differential inclusive jet cross sections in $pp$ collisions at $\sqrt{s} = 8 \text{TeV}$  and cross-section ratios to 2.76 and 7 TeV,CMS (LHC),https://inspirehep.net/literature/1487277,1487277
CMS_2016_I1487288,$WZ$ production cross-section in $pp$ collisions at 8 TeV,CMS (LHC),https://inspirehep.net/literature/1487288,1487288
CMS_2016_I1491950,Differential cross sections for top quark pair production using the lepton+jets final state in proton proton collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1491950,1491950
CMS_2016_I1491953,Differential cross sections for associated production of a W boson and jets at 8 TeV,CMS (LHC),https://inspirehep.net/literature/1491953,1491953
CMS_2016_PAS_SUS_16_14,Search for supersymmetry in events with jets and missing transverse momentum at 13 \text{TeV},CMS (LHC),N/A,
CMS_2016_PAS_TOP_15_006,Jet multiplicity in the top-quark pair lepton+jets final state at $\sqrt{s} = 8 \text{TeV}$,CMS (LHC),https://inspirehep.net/literature/1476015,1476015
CMS_2017_I1467451,Measurement of the transverse momentum spectrum of the Higgs boson produced in $pp$collisions at $\sqrt{s} = 8$ TeV using H to WW decays,CMS (LHC),https://inspirehep.net/literature/1467451,1467451
CMS_2017_I1471287,Two- and multi-particle angular correlations in pp collisions at $\sqrt{s} = 13$ TeV.,CMS (LHC),https://inspirehep.net/literature/1471287,1471287
CMS_2017_I1497519,Measurements of differential production cross sections for a Z boson in association with jets in pp collisions at 8 TeV,CMS (LHC),https://inspirehep.net/literature/1497519,1497519
CMS_2017_I1499471,Measurements of the associated production of a Z boson and b jets in pp collisions at $\sqrt{s} = 8$ TeV,CMS (LHC),https://inspirehep.net/literature/1499471,1499471
CMS_2017_I1511284,Measurement of the inclusive energy spectrum in the very forward direction in proton-proton collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1511284,1511284
CMS_2017_I1518399,Differential $t\bar{t}$ production cross-section as a function of the leading jet mass for boosted top quarks at 8 TeV,CMS (LHC),https://inspirehep.net/literature/1518399,1518399
CMS_2017_I1519995,Search for new physics with dijet angular distributions in proton-proton collisions at $\sqrt{s} = 13 \text{TeV}$,CMS (CERN LHC),https://inspirehep.net/literature/1519995,1519995
CMS_2017_I1594909,Search for SUSY in multijet events with missing transverse momentum in $pp$ collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1594909,1594909
CMS_2017_I1598460,Triple-differential dijet pT cross section and PDF constraints at 8 TeV,CMS (LHC),https://inspirehep.net/literature/1598460,1598460
CMS_2017_I1605749,Measurements of jet charge with dijet events in pp collisions at $\sqrt{s}=8$ TeV,CMS (LHC),https://inspirehep.net/literature/1605749,1605749
CMS_2017_I1608166,"Measurement of charged pion, kaon, and proton production in proton-proton collisions at 13 TeV",CMS (LHC),https://inspirehep.net/literature/1608166,1608166
CMS_2017_I1610623,Measurements of differential cross sections for the associated production of a W boson and jets in proton-proton collisions at sqrt(s) = 13 TeV,CMS (LHC),https://inspirehep.net/literature/1610623,1610623
CMS_2017_I1635889,Measurement of the underlying event using inclusive Z-boson production in proton-proton collisions at $\sqrt{s} = 13$ TeV,CMS (LHC),https://inspirehep.net/literature/1635889,1635889
CMS_2018_I1620050,Measurement of normalized differential ttbar cross sections in the dilepton channel from pp collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1620050,1620050
CMS_2018_I1643640,"Azimuthal correlations for inclusive 2-jet, 3-jet, and 4-jet events in pp collisions at $\sqrt{s}$ = 13 TeV",CMS (LHC),https://inspirehep.net/literature/1643640,1643640
CMS_2018_I1646260,Search for BSM with 2 soft leptons + MET at 13 TeV,ATLAS (LHC),https://inspirehep.net/literature/1646260,1646260
CMS_2018_I1653948,Measurement of the inelastic proton-proton cross section at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1653948,1653948
CMS_2018_I1662081,Measurement of the differential cross sections of top quark pair production as a function of kinematic event variables in pp collisions at sqrt(s) = 13 TeV,CMS (LHC),https://inspirehep.net/literature/1662081,1662081
CMS_2018_I1663452,Search for new physics in dijet angular distributions using proton-proton collisions at sqrt(s) = 13 TeV and constraints on dark matter and other models,CMS (CERN LHC),https://inspirehep.net/literature/1663452,1663452
CMS_2018_I1663958,ttbar lepton+jets 13 TeV,CMS (LHC),https://inspirehep.net/literature/1663958,1663958
CMS_2018_I1667854,"Differential cross section of Z boson production in association with jets in proton-proton collisions at $\sqrt{s} = 13\,$TeV",CMS (LHC),https://inspirehep.net/literature/1667854,1667854
CMS_2018_I1680318,Charged particle distributions in different final states at 13 TeV,CMS collaboration (LHC),https://inspirehep.net/literature/1680318,1680318
CMS_2018_I1682495,Jet mass in dijet events in $pp$ collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1682495,1682495
CMS_2018_I1686000,Fiducial single-top + photon cross-section measurement at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1682495,1682495
CMS_2018_I1690148,Measurement of jet substructure observables in $t\bar{t}$ events from $pp$ collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1690148,1690148
CMS_2018_I1708620,Energy density vs pseudorapidity in proton-proton collisions at $\sqrt{s} = 13$ TeV,CMS (LHC),https://inspirehep.net/literature/1708620,1708620
CMS_2018_I1711625,"Measurement of the differential Drell-Yan cross section in proton-proton collisions at $\sqrt{s} = 13\,TeV$",CMS (LHC),https://inspirehep.net/literature/1711625,1711625
CMS_2019_I1705068,Measurement of associated production of a W boson and a charm quark in proton-proton collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1705068,1705068
CMS_2019_I1719955,Azimuthal separation in nearly back-to-back jet topologies in inclusive 2- and 3-jet events in pp collisions at $\sqrt{s} = 13$ TeV,CMS (LHC),N/A,
CMS_2019_I1744604,$t$-channel single top-quark differential cross sections and charge ratios at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1744604,1744604
CMS_2019_I1753680,Measurements of differential Z boson production cross sections in proton-proton collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1753680,1753680
CMS_2019_I1753720,Measurement of the ttbb production cross section in the all-jet final state in proton-proton collisions at centre-of-mass energy of 13 TeV with 35.9 fb^-1 of data collected in 2016.,CMS (LHC),https://inspirehep.net/literature/1753720,1753720
CMS_2019_I1764472,Measurement of the differential ttbar production cross section as a function of the jet mass and top quark mass in boosted hadronic top quark decays.,CMS (LHC),https://inspirehep.net/literature/1764472,1764472
CMS_2020_I1776758,Ratios of cross sections in the associated production of a Z boson with at least one charm or bottom quark jet are measured in proton-proton collisions at $\sqrt{s}=13$ TeV,CMS (LHC),https://inspirehep.net/literature/1776758,1776758
CMS_2020_I1794169,Measurements of production cross sections of WZ and same-sign WW boson pairs in association with two jets in proton-proton collisions at $\sqrt{s} =$ 13 TeV,CMS (LHC),https://inspirehep.net/literature/1794169,1794169
CMS_2020_I1814328,W$^+$W$^-$ boson pair production in proton-proton collisions at $\sqrt{s} =$ 13 TeV,CMS (LHC),https://inspirehep.net/literature/1814328,1814328
CMS_2020_I1837084,Measurement of the Z boson differential production cross section using its invisible decay mode in proton-proton collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1837084,1837084
CMS_2021_I1847230,Measurements of angular distance and momentum ratio distributions in three-jet and Z + two-jet final states in pp collisions at 8 and 13 TeV,CMS (LHC),https://inspirehep.net/literature/1847230,1847230
CMS_2021_I1866118,Study of Z boson plus jets events using variables sensitive to double-parton scattering in pp collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1866118,1866118
CMS_2021_I1920187,Study of quark and gluon jet substructure in Z+jet and dijet events from pp collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1920187,1920187
CMS_2021_I1932460,Measurement of double-parton scattering in inclusive production of four jets with low transverse momentum in proton-proton collisions at $\sqrt{s}$ = 13 TeV.,CMS (LHC),https://inspirehep.net/literature/1932460,1932460
CMS_2021_I1963239,Measurement of inclusive and Mueller-Navelet dijet cross sections and their ratios at 2.76 TeV,CMS (LHC),https://inspirehep.net/literature/1963239,1963239
CMS_2021_I1972986,Measurement and QCD analysis of double-differential inclusive jet cross sections in proton-proton collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/1972986,1972986
CMS_2021_I1978840,"Measurement of $\mathrm{W}^{\pm}\gamma$ differential cross sections in proton-proton collisions at $\sqrt{s}=13\,\mathrm{TeV}$ and effective field theory constraints",CMS (LHC),https://inspirehep.net/literature/1978840,1978840
CMS_2022_I2079374,Measurement of the mass dependence of the transverse momentum of lepton pairs in Drell--Yan production in proton-proton collisions at 13 TeV,CMS (LHC),https://inspirehep.net/literature/2079374,2079374
CRYSTAL_BALL_1986_I238081,Measurement of $R$ and $D^*$ production for energies between 3.67 and 4.5 GeV.,CRYSTAL_BALL (Spear),https://inspirehep.net/literature/238081,238081
CRYSTAL_BALL_1988_I261078,Measurement of $R$ for energies between 9.39 GeV,CRYSTAL_BALL (DORIS),https://inspirehep.net/literature/261078,261078
CRYSTAL_BALL_1990_I294419,Measurement of $R$ for energies between 5 and 7.4 GeV,CRYSTAL_BALL (Spear),https://inspirehep.net/literature/294419,294419
CUSB_1982_I180613,Measurement of $R$ for energies between 10.34 and 11.6 GeV,CUSB (CESR),https://inspirehep.net/literature/180613,180613
CUSB_1984_I199809,Pion Mass Spectrum in $\Upsilon(2S)\to\Upsilon(1S)\pi^+\pi^-$,CUSB (CESR),https://inspirehep.net/literature/199809,199809
CUSB_1991_I325661,Inclusive $B^*$ cross-section above the $\Upsilon(4S)$,CUSB (CESR),https://inspirehep.net/literature/325661,325661
D0_1995_I398175,Transverse energy distributions within jets in $p\bar{p}$ collisions at 1800 GeV,D0 (Tevatron),https://inspirehep.net/literature/398175,398175
D0_1996_S3214044,Topological distributions of inclusive three- and four-jet events,D0 (Tevatron Run 1),https://inspirehep.net/literature/399364,399364
D0_1996_S3324664,Azimuthal decorrelation of jets widely separated in rapidity,D0 (Tevatron Run 1),https://inspirehep.net/literature/416886,416886
D0_2000_I499943,The $b\bar{b}$ production cross-section and angular correlations,D0 (Tevatron Run 1),https://inspirehep.net/literature/499943,499943
D0_2000_I503361,D0 RunI measurement of the Z pT in the electron channel,D0 (Tevatron),https://inspirehep.net/literature/503361,503361
D0_2000_S4480767,Transverse momentum of the W boson,D0 (Tevatron Run 1),https://inspirehep.net/literature/535017,535017
D0_2001_S4674421,Tevatron Run I differential W/Z boson cross-section analysis,D0 (Tevatron Run 1),https://inspirehep.net/literature/559624,559624
D0_2004_S5992206,Run II jet azimuthal decorrelation analysis,D0 (Tevatron Run 2),https://inspirehep.net/literature/659398,659398
D0_2006_S6438750,"Inclusive isolated photon cross-section, differential in pT(gamma)",D0 (Tevatron Run 2),https://inspirehep.net/literature/698784,698784
D0_2007_S7075677,"$Z/\gamma^* + X$ cross-section shape, differential in $y(Z)$",D0 (Tevatron Run 2),https://inspirehep.net/literature/744624,744624
D0_2008_S6879055,Measurement of the ratio $\sigma(Z/\gamma^* + n \text{ jets})/\sigma(Z/\gamma^*)$,D0 (Tevatron Run 2),https://inspirehep.net/literature/724239,724239
D0_2008_S7554427,"$Z/\gamma^* + X$ cross-section shape, differential in $pT(Z)$",D0 (Tevatron Run 2),https://inspirehep.net/literature/769689,769689
D0_2008_S7662670,Measurement of D0 Run II differential jet cross sections,D0 (Tevatron Run 2),https://inspirehep.net/literature/779574,779574
D0_2008_S7719523,"Isolated $\gamma$ + jet cross-sections, differential in pT($\gamma$) for various $y$ bins",D0 (Tevatron Run 2),https://inspirehep.net/literature/782968,782968
D0_2008_S7837160,Measurement of W charge asymmetry from D0 Run II,D0 (Tevatron Run 2),https://inspirehep.net/literature/791230,791230
D0_2008_S7863608,Measurement of differential $Z/\gamma^*$ + jet + $X$ cross sections,D0 (Tevatron Run 2),https://inspirehep.net/literature/792812,792812
D0_2009_S8202443,"$Z/\gamma^*$ + jet + $X$ cross sections differential in pT(jet 1,2,3)",D0 (Tevatron Run 2),https://inspirehep.net/literature/815094,815094
D0_2009_S8320160,Dijet angular distributions,D0 (Tevatron Run 2),https://inspirehep.net/literature/824127,824127
D0_2009_S8349509,Z+jets angular distributions,D0 (Tevatron Run 2),https://inspirehep.net/literature/826756,826756
D0_2010_S8566488,Dijet invariant mass,D0 (Tevatron Run 2),https://inspirehep.net/literature/846483,846483
D0_2010_S8570965,Direct photon pair production,CDF (Tevatron Run 2),https://inspirehep.net/literature/846997,846997
D0_2010_S8671338,Measurement of differential $Z/\gamma^*$ pT,D0 (Tevatron Run 2),https://inspirehep.net/literature/856972,856972
D0_2010_S8821313,Precise study of Z pT using novel technique,D0 (Tevatron Run 2),https://inspirehep.net/literature/871787,871787
D0_2011_I895662,3-jet invariant mass,D0 (Tevatron Run 2),https://inspirehep.net/literature/895662,895662
D0_2015_I1324946,D0 measurement of the $\phi^*$ distribution of muon pairs with masses between 30 and 500 GeV in 10.4 fb-1,D0 (Tevatron),https://inspirehep.net/literature/1324946,1324946
DASP_1978_I129715,Measurement of $R$ for energies between 3.603 and 5.195 GeV,DASP (DORIS),https://inspirehep.net/literature/129715,129715
DASP_1979_I132045,"$\pi^\pm$, $p,\bar{p}$, and $K^\pm$ spectra for $E_{\text{CMS}}=3.67\to5.2$ GeV in $e^+e^-$ collisions",DASP (Doris),https://inspirehep.net/literature/132045,132045
DASP_1979_I132410,Inclusive $\eta$ production rate for energies between 3.99 and 5.01 GeV,DASP (DORIS),https://inspirehep.net/literature/132410,132410
DASP_1982_I178613,"Measurement of $R$ in the $\Upsilon$ region, 9.42 GeV",DASP (DORIS),https://inspirehep.net/literature/178613,178613
DELPHI_1990_I297698,Jet rates in $e^+e^-$ at 91 GeV,DELPHI (LEP),https://inspirehep.net/literature/297698,297698
DELPHI_1991_I301657,Hadronic Z decay charged multiplicity measurement,DELPHI (LEP 1),https://inspirehep.net/literature/301657,301657
DELPHI_1991_I324035,Charged particle multiplicities in different rapidity intervals,DELPHI (LEP),https://inspirehep.net/literature/324035,324035
DELPHI_1992_I334948,Charge multiplicity for different jet multiplicities in hadronic $Z^0$ decays,DELPHI (LEP),https://inspirehep.net/literature/334948,334948
DELPHI_1993_I356732,Charmed Meson spectra at LEPI,DELPHI (LEP),https://inspirehep.net/literature/356732,356732
DELPHI_1993_I360638,Correlations between $\Lambda^0$ and $\bar{\Lambda}^0$ production in hadronic $Z^0$ decays,DELPHI (LEP),https://inspirehep.net/literature/360638,360638
DELPHI_1994_I375963,A study of radiative muon pair events at Z0 energies,DELPHI (LEP),https://inspirehep.net/literature/375963,375963
DELPHI_1995_I377487,"Spectrum for $K^0,\bar{K}^0$ and $K^{*\pm}$  production in hadronic $Z^0$ decays",DELPHI (LEP),https://inspirehep.net/literature/377487,377487
DELPHI_1995_I382285,"Forward-Backward Asymmetry for $K^\pm$ and $\Lambda^0$,$\bar\Lambda^0$ at LEP1",DELPHI (LEP),https://inspirehep.net/literature/382285,382285
DELPHI_1995_I394052,"$K^\pm$ and $p,\bar{p}$ spectra in hadronic $Z^0$ decays",DELPHI (LEP),https://inspirehep.net/literature/394052,394052
DELPHI_1995_I395026,Production of $B^*$ mesons at LEP1,DELPHI (LEP),https://inspirehep.net/literature/395026,395026
DELPHI_1995_I399737,Spectrum for $\Delta^{++}$ production in hadronic $Z^0$ decays,DELPHI (LEP),https://inspirehep.net/literature/399737,399737
DELPHI_1995_S3137023,Strange baryon production in $Z$ hadronic decays at Delphi,DELPHI (LEP 1),https://inspirehep.net/literature/394716,394716
DELPHI_1996_I401100,Spectrum for $\pi^0$ production  in hadronic $Z^0$ decays,DELPHI (LEP),https://inspirehep.net/literature/401100,401100
DELPHI_1996_I416741,Spectrum for $f_2^\prime(1525)$ production in hadronic $Z^0$ decays,DELPHI (LEP),https://inspirehep.net/literature/416741,416741
DELPHI_1996_I420528,Spectra for $K^{*0}$ and $\Phi$ production in hadronic $Z^0$ decays,DELPHI (LEP),https://inspirehep.net/literature/420528,420528
DELPHI_1996_S3430090,Delphi MC tuning on event shapes and identified particles.,DELPHI (LEP 1),https://inspirehep.net/literature/424112,424112
DELPHI_1997_I428178,Flavour separated charged particle spectra at LEP1,DELPHI (LEP),https://inspirehep.net/literature/428178,428178
DELPHI_1998_I473409,"Flavour separated spectra for $\pi^\pm$, $K^\pm$, $p,\bar{p}$ production in hadronic $Z^0$ decays",DELPHI (LEP),https://inspirehep.net/literature/473409,473409
DELPHI_1999_I448370,Charged particle fragmentation functions at LEP1,DELPHI (LEP),https://inspirehep.net/literature/448370,448370
DELPHI_1999_I499183,"Event Shapes at 133, 161, 172 and 183 GeV",DELPHI (LEP),https://inspirehep.net/literature/499183,499183
