Rivet ID,Analysis Name,Experiment Name,Inspire HEP Link,Inspire HEP ID
BABAR_2012_I892684,"Cross sections for $e^+e^-\to$ $K^+K^-\pi^+\pi^-$, $K^+K^-\pi^0\pi^0$, and $K^+K^-K^+K^-$ between 1.28 and 5.0 GeV",BABAR (PEP-II),https://inspirehep.net/literature/892684,892684
BABAR_2013_I1116411,Exclusive semileptonic Bplus to omega decays.,BABAR (PEP-II),https://inspirehep.net/literature/1116411,1116411
BABAR_2013_I1217421,Cross section for $e^+e^-\to$ proton and antiproton between 1.877 and 4.25 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1217421,1217421
BABAR_2013_I1238276,"Production of charged pions, kaons, and protons in $e^+e^-$ annihilations into hadrons at $\sqrt{s}=10.54$GeV",BaBar (PEP-II),https://inspirehep.net/literature/1238276,1238276
BABAR_2013_I1238807,Cross section for $e^+e^-\to K^+K^-$ between threshold and 5 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1238807,1238807
BABAR_2013_I1247058,Cross section for $e^+e^-\to$ proton and antiproton between 3.0 and 6.5 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1247058,1247058
BABAR_2014_I1286317,"Rate and momentum spectra for anti-deuteron production in $\Upsilon(1,2,3S)$ decays and nearby continuum",BABAR (PEP-II),https://inspirehep.net/literature/1286317,1286317
BABAR_2014_I1287920,"Cross section for $e^+e^-\to$ $K_S^0K_L^0$, $K_S^0K_L^0\pi^+\pi^-$, $K_S^0K_S^0\pi^+\pi^-$, $K_S^0K_S^0K^+K^-$ between 1.06 and 2.2 GeV",BABAR (PEP-II),https://inspirehep.net/literature/1287920,1287920
BABAR_2015_I1334693,Exclusive semileptonic D0 to piminus decays.,BABAR (PEP-II),https://inspirehep.net/literature/1334693,1334693
BABAR_2015_I1377201,Azimuthal asymmetries in inclusive $\pi\pi$ $KK$ and $K\pi$ pairs at 10.58 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1377201,1377201
BABAR_2015_I1383130,Cross section for $e^+e^-\to K^+K^-$ between 2.6 and 8 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1383130,1383130
BABAR_2017_I1498564,Electron spectrum inclusive semi-leptonic in B decays,BABAR (PEP-II),https://inspirehep.net/literature/1498564,1498564
BABAR_2017_I1511276,"Cross section for $e^+e^-\to K_S^0K_L^0$ with $\pi^0$, $\eta$ and $\pi^0\pi^0$ between threshold and 4 GeV",BABAR (PEP-II),https://inspirehep.net/literature/1511276,1511276
BABAR_2017_I1591716,"Cross section for $e^+e^-\to K_S^0K^\pm\pi^\mp$ with $\pi^0$, $\eta$ between threshold and 4 GeV",BABAR (PEP-II),https://inspirehep.net/literature/1591716,1591716
BABAR_2017_I1621593,$e^+e^-\to \pi^+\pi^-\pi^0\pi^0$ cross section  from 0.85 to 4.5 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1621593,1621593
BABAR_2018_I1647139,Cross section for $e^+e^-\to\eta\pi^+\pi^-$ between 1.2 and 3.5 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1647139,1647139
BABAR_2018_I1679886,Mass spectrum for $K^-K_S^0$ decays of the $\tau^-$ lepton,BABAR (PEP-II),https://inspirehep.net/literature/1679886,1679886
BABAR_2018_I1691222,$e^+e^-\to e^+e^-\eta^\prime$ via intermediate photons at 10.58 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1691222,1691222
BABAR_2018_I1700745,Cross section for $e^+e^-\to\pi^+\pi^-3\pi^0$ and $\pi^+\pi^-2\pi^0\eta$ between threshold and 4.35 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1700745,1700745
BABAR_2020_I1769654,Cross section for $e^+e^-\to K_S^0K_L^0$ between 1.98 and 2.26 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1769654,1769654
BABAR_2021_I1844422,Cross sections for $e^+e^-\to 2\pi^+2\pi^-3\pi^0$ and $2\pi^+2\pi^-2\pi^0\eta$ from threshold to 4.5 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1844422,1844422
BABAR_2021_I1937349,Cross section for $e^+e^-\to$ $\pi^+\pi^-\pi^0$ between 0.62 and 3.5 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1937349,1937349
BABAR_2021_I1938254,Cross sections for $e^+e^-\to\pi^+\pi^-4\pi^0$ and $e^+e^-\to\pi^+\pi^-3\pi^0\eta$ between threshold and 4.5 GeV,BABAR (PEP-II),https://inspirehep.net/literature/1938254,1938254
BBAR_1980_I152630,Measurement of $R$ between 1.427 and 1.946,BBAR (ADONE),https://inspirehep.net/literature/152630,152630
BELLE_2001_S4598261,Measurement of inclusive production of neutral pions from $\Upsilon(4S)$ decays.,Belle (KEKB),https://inspirehep.net/literature/554520,554520
BELLE_2002_I563840,Prompt Charmonium production at 10.6 GeV,BELLE (KEKB),https://inspirehep.net/literature/563840,563840
BELLE_2003_I629334,$\gamma\gamma\to K^+K^-$ for centre-of-mass energies between 1.4 and 2.4 GeV,BELLE (KEKB),https://inspirehep.net/literature/629334,629334
BELLE_2004_I668024,Rate and spectra for the production of $\Sigma_c(2800)$,BELLE (KEKB),https://inspirehep.net/literature/668024,668024
BELLE_2005_I667712,$\gamma\gamma\to\pi^+\pi^-$ and $K^+K^-$ for centre-of-mass energies between 2.4 and 4.1 GeV,BELLE (KEKB),https://inspirehep.net/literature/667712,667712
BELLE_2005_I686014,Rates and Spectra for Charm hadrons in $\Upsilon(4S)$ decays and the continuum,BELLE (KEKB),https://inspirehep.net/literature/686014,686014
BELLE_2006_I725750,$\phi K$ mass distribution in $\tau\to\phi K^-\nu_\tau$,BELLE (KEKB),https://inspirehep.net/literature/725750,725750
BELLE_2007_I723333,Cross section for $e^+e^-\to D^{*+}D^{*-}$ and $D^\pm D^{*\mp}$ below 5 GeV,BELLE (KEKB),https://inspirehep.net/literature/723333,723333
BELLE_2007_I749358,$\gamma\gamma\to\pi^+\pi^-$ for centre-of-mass energies between 0.8 and 1.5 GeV,BELLE (KEKB),https://inspirehep.net/literature/749358,749358
BELLE_2007_I753243,$K_S^0\pi^-$ spectrum in $\tau$ decays,BELLE (KEKB),https://inspirehep.net/literature/753243,753243
BELLE_2007_I756012,Cross section for $e^+e^-\to J\psi\pi^+\pi^-$ at energies between 3.8 and 5.5 GeV,BELLE (KEKB),https://inspirehep.net/literature/756012,756012
BELLE_2007_I756643,Cross section for $e^+e^-\to \psi(2S)\pi^+\pi^-$ at energies between 4.025 and 5.475 GeV,BELLE (KEKB),https://inspirehep.net/literature/756643,756643
BELLE_2008_I757220,Cross section for $e^+e^-\to D^+D^-$ and $D^0\bar{D}^0$ below 5 GeV,BELLE (KEKB),https://inspirehep.net/literature/757220,757220
BELLE_2008_I759073,Cross section for $e^+e^-\to D^0D^-\pi^++\text{c.c.}$ below 5 GeV,BELLE (KEKB),https://inspirehep.net/literature/759073,759073
BELLE_2008_I762013,Decay angles in $D_{s1}(2536)^+\to D^{*+}K^0$,BELLE (KEKB),https://inspirehep.net/literature/762013,762013
BELLE_2008_I764099,"Cross Section for $e^+e^-\to\Upsilon(1,2,3S)\pi^+\pi^-$ and $\Upsilon(1S)K^+K^-$  at 10.87 GeV",BELLE (KEKB),https://inspirehep.net/literature/764099,764099
BELLE_2008_I786560,Measurement of Semi-Leptonic Tau Decays into $\pi^\pm\pi^0$,Belle (KEKB),https://inspirehep.net/literature/786560,786560
BELLE_2008_I791660,Cross section for $e^+e^-\to \Lambda_c^+\bar{\Lambda}_c^-$ below 5.4 GeV.,BELLE (KEKB),https://inspirehep.net/literature/791660,791660
BELLE_2009_I809630,Cross Section for $e^+e^-\to\phi\pi^+\pi^-$ between 1.488 and 2.987 GeV,BELLE (KEKB),https://inspirehep.net/literature/809630,809630
BELLE_2009_I810744,Pion Mass Spectrum in $\Upsilon(4S)\to\Upsilon(1S)\pi^+\pi^-$,BELLE (KEKB),https://inspirehep.net/literature/810744,810744
BELLE_2009_I823878,"Cross section for $\phi\eta$, $\phi\eta^\prime$, $\rho^0\eta$, $\rho^0\eta^\prime$ at 10.58 GeV",BELLE (KEKB),https://inspirehep.net/literature/823878,823878
BELLE_2010_I835104,Measurement of the mass $m_X$ produced in $B\to\eta X_s$,BELLE (KEKB),https://inspirehep.net/literature/835104,835104
BELLE_2010_I841618,Mass spectra for $h^-h^-h^+$ decays of the $\tau^-$ lepton,BELLE (KEKB),https://inspirehep.net/literature/841618,841618
BELLE_2011_I878228,$e^+e^-\to D^{(*)+}_sD^{(*)-}_s$ cross sections near threshold,BELLE (KEKB),https://inspirehep.net/literature/878228,878228
BELLE_2011_I878990,Exclusive semileptonic B0 to pi minus decays.,BELLE (KEKB),https://inspirehep.net/literature/878990,878990
BELLE_2012_I1114749,$e^+e^-\to e^+e^-\pi^0$ via intermediate photons at 10.58 GeV,BELLE (KEKB),https://inspirehep.net/literature/1114749,1114749
BELLE_2013_I1216515,Pion and kaon identified particle spectra at $\sqrt{s}=10.52$ \text{GeV},Belle (KEKB),https://inspirehep.net/literature/1216515,1216515
BELLE_2013_I1225975,Cross section for $e^+e^-\to J/\psi\pi^+\pi^-$ at energies between 3.8 and 4.82 GeV,BELLE (KEKB),https://inspirehep.net/literature/1225975,1225975
BELLE_2013_I1238273,Exclusive semileptonic B-decays,BELLE (KEKB),https://inspirehep.net/literature/1238273,1238273
BELLE_2014_I1282602,Cross section for $e^+e^-\to J/\psi K^+K^-$ at energies between 4.175 and 5.975 GeV,BELLE (KEKB),https://inspirehep.net/literature/1282602,1282602
BELLE_2015_I1324785,Cross section for $e^+e^-\to \psi(2S)\pi^+\pi^-$ at energies between 4.0 and 5.5 GeV,BELLE (KEKB),https://inspirehep.net/literature/1324785,1324785
BELLE_2015_I1330289,Measurement of the spectrum for $\bar{B}\to X_s \gamma$,BELLE (KEKB),https://inspirehep.net/literature/1330289,1330289
BELLE_2015_I1336624,"Measurements of $R$ for $b\bar{b}$ and $\Upsilon(1,2,3S)\pi^+\pi^-$ between 10.63 and 11.05 GeV",BELLE (KEKB),https://inspirehep.net/literature/1336624,1336624
BELLE_2015_I1397632,Exclusive semileptonic $B$ to $D$ decays.,BELLE (KEKB),https://inspirehep.net/literature/1397632,1397632
BELLE_2016_I1389855,"Cross section for $e^+e^-\to h_b(n=1,2)\pi^+\pi^-$ at energies between 10.77 and 11.02 GeV",BELLE (KEKB),https://inspirehep.net/literature/1389855,1389855
BELLE_2017_I1512299,Decay kinematics of semileptonc B0bar to D*+ decays.,BELLE (KEKB),https://inspirehep.net/literature/1512299,1512299
BELLE_2017_I1606201,Baryon spectra in $e^+e^-$ collisions at 10.52 GeV,BELLE (KEKB),https://inspirehep.net/literature/1606201,1606201
BELLE_2017_I1607562,Invariant-mass and fractional-energy dependence of inclusive production of di-hadrons at $\sqrt{s}=10.58$ GeV,BELLE (KEKB),https://inspirehep.net/literature/1607562,1607562
BELLE_2017_I1610301,"$\Upsilon(2,3,4S)\to\Upsilon(1S)\pi^+\pi^-$ and $\Upsilon(4S)\to\Upsilon(2S)\pi^+\pi^-$",BELLE (KEKB),https://inspirehep.net/literature/1610301,1610301
BELLE_2017_I1613517,Cross Section for $e^+e^-\to D^\pm D^{*\mp}$ and $D^{*+}D^{*-}$ from threshold to 6 GeV,BELLE (KEKB),https://inspirehep.net/literature/1613517,1613517
BELLE_2018_I1621272,Measurement of $\tau$ polarization in the decay $B\to D^{*}\tau^+\nu_\tau$,BELLE (KEKB),https://inspirehep.net/literature/1621272,1621272
BELLE_2018_I1698390,Mass distribution in $\Xi_c^+\to\Xi^-\pi^+\pi^+$,BELLE (KEKB),https://inspirehep.net/literature/1698390,1698390
BELLE_2019_I1687566,Transverse polarization of $\Lambda^0$ baryons in the continuum at 10.58 GeV,BELLE (KEKB),https://inspirehep.net/literature/1687566,1687566
BELLE_2019_I1718551,"Cross sections for $\pi^\pm$, $K^\pm$ and $p\bar{p}$ as functions of $z$ and $p_\perp$ at $E_{\text{cms}}=10.58$ GeV",BELLE (KEKB),https://inspirehep.net/literature/1718551,1718551
BELLE_2019_I1724068,Measurement of $D^{*-}$ polarization in the decay $B^0\to D^{*-}\tau^+\nu_\tau$,BELLE (KEKB),https://inspirehep.net/literature/1724068,1724068
BELLE_2019_I1762826,Cross section for $e^+e^-\to D_s^+D_{s1}(2536)^-\text{c.c.}$ between 4.52 and 5.6 GeV,BELLE (KEKB),https://inspirehep.net/literature/1762826,1762826
BELLE_2020_I1777678,Single and dihadron scaled momenta spectra at 10.58 GeV,BELLE (KEKB),https://inspirehep.net/literature/1777678,1777678
BELLE_2020_I1789775,Cross section for $e^+e^-\to D_s^+D^{*-}_{s2}-\text{c.c.}$ between 4.52 and 5.6 GeV,BELLE (KEKB),https://inspirehep.net/literature/1789775,1789775
BELLE_2020_I1796822,$m_{\pi\pi}$ and $q^2$ distribution in $B^+\to\pi^+\pi^-\ell^+\nu_\ell$,BELLE (KEKB),https://inspirehep.net/literature/1796822,1796822
BELLE_2021_I1851126,Decay asymmetries in $\Xi^0_c\to\Xi^-\pi^+$,BELLE (KEKB),https://inspirehep.net/literature/1851126,1851126
BELLE_2021_I1859137,"Cross section for $B,\bar{B}$, $B\bar{B}^*$ and $B^*\bar{B}^*$ for energies between 10.63 and 11.02 GeV",BELLE (KEKB),https://inspirehep.net/literature/1859137,1859137
BELLE_2021_I1859517,"Decay asymmetries in  $\Xi^0_c\to\Lambda^0\bar{K}^{*0}$, $\Sigma^0\bar{K}^{*0}$ and  $\Sigma^+\bar{K}^{*-}$",BELLE (KEKB),https://inspirehep.net/literature/1859517,1859517
BESIII_2012_I1113599,Analysis of $J/\psi$ decays to $p\bar{p}$ and $n\bar{n}$,BESIII (BEPC),https://inspirehep.net/literature/1113599,1113599
BESIII_2012_I1121378,Analysis of $J/psi\to \Lambda^0\bar\Sigma^0+\text{c.c.}$,BESIII (BEPC),https://inspirehep.net/literature/1121378,1121378
BESIII_2014_I1286898,Cross section for $e^+e^-\to$ proton and antiproton between 3.65 and 3.9 GeV,BESIII (BEPC),https://inspirehep.net/literature/1286898,1286898
BESIII_2014_I1323621,Cross section for $e^+e^-\to \omega\chi_{c0}$ at energies between 4.21 and 4.42 GeV,BESIII (,https://inspirehep.net/literature/1323621,1323621
BESIII_2015_I1329785,"Cross section for $e^+e^-\to \gamma\chi_{c(0,1,2)}$ at energies between 4.009 and 4.36 GeV",BESIII (BEPC),https://inspirehep.net/literature/1329785,1329785
BESIII_2015_I1355215,Cross section for $e^+e^-\to J/\psi \eta$ at energies between 3.82 and 4.6 GeV,BESIII (BEPC),https://inspirehep.net/literature/1355215,1355215
BESIII_2015_I1358937,Cross section for $e^+e^-\to$ proton and antiproton between 2.2324 and 3.671 GeV,BESIII (BEPC II),https://inspirehep.net/literature/1358937,1358937
BESIII_2015_I1364494,$\eta^\prime\to e^+e^-\gamma$ decays,BESIII (BEPC),https://inspirehep.net/literature/1364494,1364494
BESIII_2015_I1377204,Cross section for $e^+e^-\to J/\psi \pi^0\pi^0$ at energies between 4.19 and 4.42 GeV,BESIII (BEPC),https://inspirehep.net/literature/1377204,1377204
BESIII_2015_I1391138,"Exclusive $D^0\to K^-,\pi^-e^+\nu_e$ decays",BESIII (BEPC),https://inspirehep.net/literature/1391138,1391138
BESIII_2015_I1406939,"Cross section for $e^+e^-\to \omega\chi_{c(1,2)}$ at energies between 4.42 and 4.6 GeV",BESIII (BEPC),https://inspirehep.net/literature/1406939,1406939
BESIII_2016_I1384778,Azimuthal asymmetries in inclusive charged pion-pair production at $\sqrt{s}=3.65$ GeV,BESIII (BEPC),https://inspirehep.net/literature/1384778,1384778
BESIII_2016_I1385603,Cross section for $e^+e^-\to \pi^+\pi^-$ between 0.6 and 0.9 GeV,BES III (BEPC II),https://inspirehep.net/literature/1385603,1385603
BESIII_2016_I1422780,Analysis of $J/\psi$ and $\psi(2S)$ decays to $\Xi^-\bar\Xi^+$ and $\Sigma^{*\mp}\bar\Sigma^{*\pm}$,BESIII (BEPC),https://inspirehep.net/literature/1422780,1422780
BESIII_2016_I1457597,Cross section for $e^+e^-\to J/\psi \eta^\prime$ at energies between 4.189 and 4.6 GeV,BESIII (BEPC),https://inspirehep.net/literature/1457597,1457597
BESIII_2016_I1495838,Cross section for $e^+e^-\to J/\psi\pi^+\pi^-$ at energies between 3.77 and 4.6 GeV,BESIII (BEPC),https://inspirehep.net/literature/1495838,1495838
BESIII_2017_I1494065,Cross Section for $e^+e^-\to\pi^+\pi^-h_c$ for energies between 3.89 and 4.6 GeV,BESIII (BEPC),https://inspirehep.net/literature/1494065,1494065
BESIII_2017_I1506414,Analysis of $J/\psi$ and $\psi(2S)$ decays to $\Xi^0\bar\Xi^0$ and $\Sigma^{*0}\bar\Sigma^{*0}$,BESIII (BEPC),https://inspirehep.net/literature/1506414,1506414
BESIII_2017_I1509241,Cross section for $e^+e^-\to p \bar{p} \pi^0$ at energies between 4.008 and 4.600 GeV,BESIII (BEPC),https://inspirehep.net/literature/1509241,1509241
BESIII_2017_I1510563,Analysis of $J/\psi$ and $\psi(2S)$ decays to $\Lambda^0\bar\Lambda^0$ and $\Sigma^0\bar\Sigma^0$,BESIII (BEPC),https://inspirehep.net/literature/1510563,1510563
BESIII_2017_I1519425,"Differential Decay rates for $D^+\to \{\bar{K}^0,\pi^0\} e^+\nu_e$ from BES",BESIII (BEPC II),https://inspirehep.net/literature/1519425,1519425
BESIII_2017_I1596897,Cross Section for $e^+e^-\to\eta h_c$ for energies between 4.085 and 4.6 GeV,BESIII (BEPC),https://inspirehep.net/literature/1596897,1596897
BESIII_2017_I1628093,Cross section for $e^+e^-\to \Lambda_c^+\bar{\Lambda}_c^-$ near threshold,BESIII (BEPC),https://inspirehep.net/literature/1628093,1628093
BESIII_2018_I1627871,Cross section for $e^+e^-\to\Lambda\bar{\Lambda}$ between threshold and 3.08 GeV,BESIII (BEPC II),https://inspirehep.net/literature/1627871,1627871
BESIII_2018_I1633425,Cross Section for $e^+e^-\to\pi^0\pi^0\psi(2S)$ for energies between 4.009 to 4.600 GeV,BESIII (BEPC),https://inspirehep.net/literature/1633425,1633425
BESIII_2018_I1641075,$\eta^\prime\to \pi^+\pi^-\gamma$ decays,BESIII (BEPC),https://inspirehep.net/literature/1641075,1641075
BESIII_2018_I1653121,Cross section for  $e^+e^-\to K^+K^-J/\psi$ and $K^0_SK^0_SJ/\psi$ for energies between 4.2 and 4.6 GeV,BESIII (BEPC),https://inspirehep.net/literature/1653121,1653121
BESIII_2018_I1655158,$D^0\to \pi^- \mu^+\nu_\mu$ and $D^+\to \pi^0 \mu^+\nu_\mu$ $q^2$ spectrum,BESIII (BEPC),https://inspirehep.net/literature/1655158,1655158
BESIII_2018_I1658762,Analysis of $\psi(2S)$ decays to $p\bar{p}$ and $n\bar{n}$,BESIII (BEPC),https://inspirehep.net/literature/1658762,1658762
BESIII_2018_I1662660,$D^+\to \eta e^+\nu_e$ $q^2$ spectrum,BESIII (BEPC),https://inspirehep.net/literature/1662660,1662660
BESIII_2018_I1685535,Cross section for $e^+e^-\to\pi^+D^0D^{*-}$ +c.c. cross section between 4.05 and 4.60 GeV,BESIII (BEPC),https://inspirehep.net/literature/1685535,1685535
BESIII_2018_I1691798,Cross Section for $K^0_SK^\pm\pi^\mp$ between 3.8 and 4.6 GeV,BESIII (BEPC II),https://inspirehep.net/literature/1691798,1691798
BESIII_2018_I1697371,Exclusive $D^0\to K^-\mu^+\nu_\mu$ decays,BESIII (BEPC),https://inspirehep.net/literature/1697371,1697371
BESIII_2018_I1697377,$J/\psi\to e^+e^-\eta$ decays,BESIII (),https://inspirehep.net/literature/1697377,1697377
BESIII_2018_I1699641,Cross section for $e^+e^-\to K^0_SK^\pm\pi^\mp\pi^0$ and $K^0_SK^\pm\pi^\mp\eta$ between 3.90 to 4.60 GeV,BESIII (BEPC II),https://inspirehep.net/literature/1699641,1699641
BESIII_2018_I1704558,Cross section for $e^+e^-\to K^+K^-$ between 2.00 and 3.08 GeV,BESIII (BEPC II),https://inspirehep.net/literature/1704558,1704558
BESIII_2019_I1691850,Analysis of $J/\psi$ decays to $\Lambda^0\bar\Lambda^0$,BESIII (BEPC),https://inspirehep.net/literature/1691850,1691850
BESIII_2019_I1702549,$D_s^+\to K^0 e^+\nu_e$ $q^2$ spectrum,BESIII (BEPC),https://inspirehep.net/literature/1702549,1702549
BESIII_2019_I1718337,Cross section for $e^+e^-\to$ proton and antiproton between 2. and 3.8GeV using ISR,BESIII (BEPC II),https://inspirehep.net/literature/1718337,1718337
BESIII_2019_I1723934,Cross section for $e^+e^-\to \omega\chi_{c0}$ at energies between 4.178 and 4.278 GeV,BESIII (BEPC),https://inspirehep.net/literature/1723934,1723934
BESIII_2019_I1724880,Charge particle multiplicity in $\eta_c$ decays,BESIII (BEPC),https://inspirehep.net/literature/1724880,1724880
BESIII_2019_I1726357,Measurement of $e^+e^-\to\Lambda^0\bar{\Lambda}^0$ at 2.396 GeV,BESIII (BEPC),https://inspirehep.net/literature/1726357,1726357
BESIII_2019_I1736235,Cross section for $e^+e^-\to$ proton and antiproton between 2. and 3.08 GeV,BESIII (BEPC II),https://inspirehep.net/literature/1736235,1736235
BESIII_2019_I1743841,Cross section for $K^+K^-K^+K^-$ and $K^+K^-\phi$ for $E_{\text{CMS}}=2.10$ to $3.08$ GeV,BESIII (BEPC),https://inspirehep.net/literature/1743841,1743841
BESIII_2019_I1747092,Analysis of $\psi(2S)$ decays to $\Xi^{*-}\bar\Xi^{*+}$,BESIII (BEPC),https://inspirehep.net/literature/1747092,1747092
BESIII_2019_I1756876,Cross section for $e^+e^-\to D^+D^-\pi^+\pi^-$ for $E_{\text{CMS}}=4.36\to4.60$ GeV,BESIII (BEPC),https://inspirehep.net/literature/1756876,1756876
BESIII_2019_I1758883,Cross section for $e^+e^-\to\Xi^-\bar{\Xi}^+$ between 4.009 and 4.6 GeV,BESIII (BEPC),https://inspirehep.net/literature/1758883,1758883
BESIII_2019_I1765606,Analysis of $J/\psi$ decays to $\Xi^{*-}\bar\Xi^{+}+\text{c.c.}$,BESIII (BEPC),https://inspirehep.net/literature/1765606,1765606
BESIII_2019_I1773081,$e^+e^-\to\pi^+\pi^-\pi^0$ cross section between 0.7 GeV to 3.0 GeV,BESIII (BEPC),https://inspirehep.net/literature/1773081,1773081
BESIII_2020_I1762922,Cross Section for $e^+e^-\to\eta^\prime J/\psi$ for energies between 4.178 and 4.6 GeV,BESIII (BEPC),https://inspirehep.net/literature/1762922,1762922
BESIII_2020_I1775344,Cross section for $e^+e^-\to K^+K^-\pi^0\pi^0$ from 2.000 to 2.644 GeV,BESIII (BEPC),https://inspirehep.net/literature/1775344,1775344
BESIII_2020_I1788734,Cross section for $e^+e^-\to \phi\eta^\prime$ for $\sqrt{s}$ between 3.05 and 3.08 GeV,BESIII (BEPC),https://inspirehep.net/literature/1788734,1788734
BESIII_2020_I1791570,"Analysis of $J/\psi$, $\psi(2S)$ decays to $\Sigma^+\bar\Sigma^-$",BESIII (BEPC),https://inspirehep.net/literature/1791570,1791570
BESIII_2020_I1795949,Cross section for $e^+e^-\to D_s^{(*)+}D_{s1}(2460)^-+\text{c.c.}$,BESIII (BEPC),https://inspirehep.net/literature/1795949,1795949
BESIII_2020_I1800404,"Charged particle multiplicity distributions in $J/\psi$ and $\chi_{c0,1,2}$ decays",BESIII (BEPC),https://inspirehep.net/literature/1800404,1800404
BESIII_2020_I1814783,$e^+e^-\to\Sigma^+\bar{\Sigma}^-$ and $\Sigma^-\bar{\Sigma}^+$ cross sections for centre-of-mass energies between 2.3864 and 3 GeV,BESIII (BEPC),https://inspirehep.net/literature/1814783,1814783
BESIII_2020_I1817739,Cross section for $e^+e^-\to\omega\pi^0$ and $\omega\eta$ for centre-of-mass energies between 2.00 and 3.08 GeV,BESIII (BEPC),https://inspirehep.net/literature/1817739,1817739
BESIII_2020_I1823448,Cross section for $e^+e^-\to\Xi^-\bar{\Xi}^+$ between 2.644 and 3.080 GeV,BESIII (BEPC),https://inspirehep.net/literature/1823448,1823448
BESIII_2020_I1836509,Cross section for $e^+e^-\to\eta^\prime\pi^+\pi^-$ for energies between 2.00 and 3.08 GeV,BESIII (BEPC),https://inspirehep.net/literature/1836509,1836509
BESIII_2020_I1837725,Measurement of the cross section for $e^+e^-\to2p2\bar{p}$ for $E_{\text{CMS}}$ between 4 and 4.6 GeV,BESIII (BEPC),https://inspirehep.net/literature/1837725,1837725
BESIII_2021_I1845443,Cross section for $e^+e^-\to p \bar{p} \eta$ and $p \bar{p} \omega$ at energies between 3.773 and 4.600 GeV,BESIII (BEPC),https://inspirehep.net/literature/1845443,1845443
BESIII_2021_I1847766,Cross section for $e^+e^-\to$ proton and antiproton between 1.877 and 3 GeV,BESIII (BEPC),https://inspirehep.net/literature/1847766,1847766
BESIII_2021_I1853007,Cross section for $e^+e^-\to n\bar{n}$ for $E_{\text{CMS}}$ between 2 and 3.08 GeV,BESIII (BEPC),https://inspirehep.net/literature/1853007,1853007
BESIII_2021_I1857930,Cross section for $e^+e^-\to\eta\phi$ for centre-of-mass energies between 2 and 3.08 GeV,BESIII (BEPC),https://inspirehep.net/literature/1857930,1857930
BESIII_2021_I1859248,Cross section for $e^+e^-\to\phi\Lambda\bar{\Lambda}$ from 3.51 to 4.6 GeV,BESIII (BEPC),https://inspirehep.net/literature/1859248,1859248
BESIII_2021_I1866051,Cross section for $e^+e^-\to$ $K_S^0K_L^0$between2.00 and 3.08 GeV,BESIII (BEPC),https://inspirehep.net/literature/1866051,1866051
BESIII_2021_I1866233,Cross section for $e^+e^-\to\Xi^0\bar{\Xi}^0$ between 2.644 and 3.080 GeV,BESIII (BEPC),https://inspirehep.net/literature/1866233,1866233
BESIII_2021_I1867196,"Cross section for $e^+e^-\to D_S^{*+} D_{s0}^*(2317)^-$, $D_S^{*+} D_{s1}^*(2460)^-$, $D_S^{*+} D_{s1}^*(2536)^-$ between 4.6 and 4.7 GeV",BESIII (BEPC),https://inspirehep.net/literature/1867196,1867196
BESIII_2021_I1868813,Cross section for $K^0_S$ production for energies between 3.645 and 3.7 GeV,BESIII (BEPC),https://inspirehep.net/literature/1868813,1868813
BESIII_2021_I1900124,Cross section for $e^+e^-\to\Lambda\bar{\Lambda}$ between 3.5 and 4.6 GeV,BESIII (BEPC),https://inspirehep.net/literature/1900124,1900124
BESIII_2021_I1908066,Cross section for $J/\psi$ production for energies between 3.645 and 3.8 GeV,BESIII (BEPC),https://inspirehep.net/literature/1908066,1908066
BESIII_2021_I1929314,"Cross sections for $e^+e^-\to$ $K^+K^-\pi^+\pi^-(\pi^0)$, $K^+K^-K^+K^-(\pi^0)$, $\pi^+\pi^-\pi^+\pi^-(\pi^0)$ and $p\bar{p}\pi^+\pi^-(\pi^0)$ between 3.773 and 4.6 GeV",BESIII (BEPC),https://inspirehep.net/literature/1929314,1929314
BESIII_2021_I1933191,Cross section for $e^+e^-\to \psi(2S)\pi^+\pi^-$ at energies between 4.0 and 4.7 GeV,BESIII (BEPC),https://inspirehep.net/literature/1933191,1933191
BESIII_2021_I1940960,Measurement of cross section for $e^+e^-\to\Sigma^0\bar{\Sigma}^0$  between 2.3864 and 3.02 GeV,BESIII (BEPC),https://inspirehep.net/literature/1940960,1940960
BESIII_2021_I1966612,Cross section for $e^+e^-\to$ neutron and antineutron between 2. and 3.08 GeV,BESIII (BEPC II),https://inspirehep.net/literature/1966612,1966612
BESIII_2021_I1996394,Measurement of $R$ for energies between 2.2324 to 3.6710 GeV,BESIII (BEPC),https://inspirehep.net/literature/1996394,1996394
BESIII_2021_I1997451,Cross Section for $e^+e^-\to\phi\pi^*\pi^-$ between 2 and $3.08$ GeV,BESIII (BEPC),https://inspirehep.net/literature/1997451,1997451
